"Response","tweets"
"neutral"," jetblue i d go back to haiti to deliver shoes  books amp medicine to kids i met in orphanage last year   flyingitforward http   t co pgoeuxnspi"
"neutral"," united so do i need to book two one ways in order for her to fly as an unaccompanied minor "
"negative"," usairways still waiting for another crew member   cabinfever"
"negative"," usairways us 728 pilot started the flight by announcing arrival into gatwick  not heathrow  moments of concern for all aboard "
"neutral"," united ok  can i dm you the info "
"negative"," jetblue       i think i ll come take a nap at the terminal     "
"negative","  united i think not  i m not flying you again  if i can help it "
"negative"," americanair thx  someone picked up after 45 minutes"
"negative"," americanair that luggage you forgot    mia     he just won an oscar                "
"negative"," united still sucks  i don t understand why you have two cust service agents for a long line at houston international b gate  unitedsucks"
"negative"," americanair offered me a cot to sleep on after they cancelled flightled my flight  a fucking cot  what about a hotel  like you re supposed to provide"
"positive"," virginamerica i  lt 3 pretty graphics  so much better than minimal iconography   d"
"negative"," united   you sure missed the mark on tonight s redeye from lax to chicago  what a mess  you can do better "
"negative"," usairways a member of your staff at phl just gave us excellent customer care  shame the same couldn t be said for the past 24 hours "
"positive"," jetblue btw  robin hayes is speaking at next month s  uschamber aviation summit  he ought to give a shout out to his twitter team  you rock"
"neutral"," americanair looking for status of flight 1388 schedule for 5 15 am tomorrow morning  thank you"
"positive"," united thanks "
"neutral"," jetblue while in haiti id do food distribution for hundreds of hungry kids in nearby villages   flyingitforward http   t co ltf2qud3xc"
"neutral"," jetblue has dc thinking about summer with new nantucket service    marketwatch http   t co yi4wguk5tr"
"negative"," americanair r u serious   304min  delay with  americanairlines  aa2444  ohio    dallas missed my connecting flight http   t co dnmsblzumr"
"neutral"," united hi i left my asus tablet on flight to heathrow from newark on 16th feb and wondered how long it takes for someone to check if found "
"positive"," southwestair y all are fast we already have our 5 winners  congrats  "
"negative"," southwestair my flight was cancelled flighted for tomorrow and hold times are long can i cancelled flight a leg with you "
"negative"," americanair we had to sit in the airport a long periolodicly time  the planes were nasty"
"negative","1 2  united just be honest with your customers  the new seats are designed to fit more rows on the plane  more rows   more money "
"neutral"," jetblue going to san juan "
"negative"," united 50 minute wait times to help with a cancelled flightled flight   help a guy out "
"negative"," southwestair we were rebooked on the 5 05 out of mdw   some drink coupons could help "
"negative"," americanair  it s not what happens to us that matters   it s our response that matters  way to drop the ball aa "
"negative"," united i m rebooked now  but the line was 300 people deep "
"neutral","    jetblue  our fleet s on fleek  http   t co h11jglw74l   ayyy     "
"negative"," usairways hey folks where do you hide luggage when you cancelled flight a flight  you have 100 very angry people with no luggage"
"negative"," jetblue no excuse though for 3 gate changes though "
"neutral","    southwestair   saysorrychris can you follow back for a quick dm   sw   followed"
"negative"," americanair on hold since 5am  when no one can get to the airport  cancelled flight flight  don t make us pay huge fee to change flight "
"neutral"," jetblue to increase charter service to cuba    travel agent http   t co lyqrb4hcyu"
"negative"," southwestair can you answer the phone so i can change my flight plans  srsly "
"positive"," americanair delaney and shawn at dfw showed exceptional customer service today  will happily choose aa whenever possible now  thank you "
"negative"," usairways right  can you use a shuttle ticket from lga to bos for any shuttle flight  probably gonna miss the 4pm "
"negative"," united this is with regard to a flight from a couple weeks ago  i m very frustrated with your policies  amp  expressing that "
"negative"," americanair i have got a flight for the next day    what about a credit   you guys are a multimillion dollar company give us back a credit"
"negative"," jetblue we need an eta please"
"negative"," southwestair late flightly you ve always been late flight  please get back to the old  swa  "
"positive"," united can cancelled flight my flight anytime if this is where they keep me for the night   http   t co avrtowtyzk"
"negative"," americanair will not help us on the phone  at the gate or in checkin  i book travel for clients and cannot believe the lack of service"
"negative"," southwestair your  android wi fi experience is terrible   8 is a ripoff  i can t get to  nascar or mrn for  disupdates  budweiserduels"
"neutral"," americanair help http   t co hyrao7a4uu"
"neutral"," united booked award tix on thaiairways but i m not seeing a conf  for them  just the united flight booking problems   can you get get the thai  for me "
